id,neighbourhood group,neighbourhood,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,reviews per month,review rate number,availability 365
23102725,1,Bedford-Stuyvesant,2,0,2011,1096200,219800,30.0,1,0.81,2.0,0.04
23103277,2,Tribeca,2,0,2004,345800,68600,30.0,0,0.4166666666666667,5.0,0.29
23103830,2,East Village,1,0,2005,789600,158200,30.0,0,0.3333333333333333,4.0,0.33
23105487,2,Harlem,1,0,2011,1241800,247800,2.0,24,4.26,3.0,0.28
23106591,1,Bedford-Stuyvesant,1,2,2005,868000,173600,3.0,11,1.95,3.0,0.56
23107696,3,Springfield Gardens,0,2,2022,1384600,277200,1.0,86,13.3,5.0,0.08
23108248,1,Crown Heights,0,2,2016,907200,182000,1.0,6,1.5,3.0,0.1
23108800,3,Bayswater,0,2,2013,82600,16800,5.0,0,0.25,3.0,0.51
23109353,1,Sheepshead Bay,1,3,2011,1216600,243600,3.0,1,0.26,3.0,0.23
23110457,2,Hell's Kitchen,2,0,2003,1202600,240800,2.0,5,1.06,2.0,0.53
23113771,3,Jamaica,0,2,2008,1286600,257600,1.0,98,15.23,5.0,0.48
23114323,2,Midtown,0,0,2013,89600,18200,30.0,0,0.25,3.0,0.59
23115428,1,Borough Park,1,2,2014,361200,72800,1.0,2,0.91,5.0,0.54
23115980,1,Crown Heights,1,0,2003,1383200,277200,3.0,8,2.0,4.0,0.22
23117637,1,Williamsburg,1,0,2003,543200,109200,2.0,11,1.76,5.0,0.35
23120399,3,Long Island City,1,0,2021,103600,21000,1.0,16,2.45,5.0,0.5
23127026,1,Midwood,2,0,2006,1111600,222600,1.0,2,0.35,4.0,0.65
23128131,4,Arrochar,2,2,2011,275800,54600,1.0,8,1.37,4.0,0.01
23129236,3,East Elmhurst,0,0,2015,1163400,232400,1.0,36,5.71,3.0,0.59
23136968,1,Bushwick,0,2,2018,386400,77000,2.0,1,0.16,3.0,0.16
23137520,3,Astoria,2,2,2022,891800,177800,2.0,0,0.4166666666666667,5.0,0.15
23138625,2,East Village,1,0,2016,1129800,225400,1.0,4,1.46,5.0,0.67
23140282,3,Long Island City,0,0,2014,112000,22400,1.0,29,4.86,4.0,0.59
23144148,1,East Flatbush,2,2,2013,1150800,229600,2.0,17,3.57,3.0,0.13
23144700,2,Harlem,2,0,2003,256200,51800,3.0,15,3.21,5.0,0.68
23146909,3,Ozone Park,0,0,2020,963200,193200,2.0,5,0.99,3.0,0.06
23151328,3,Jamaica,1,3,2012,340200,68600,1.0,65,10.0,5.0,0.05
23152984,1,Cypress Hills,0,0,2017,1169000,233800,4.0,7,2.47,2.0,0.63
23154089,1,Bedford-Stuyvesant,1,2,2006,541800,107800,3.0,11,2.73,4.0,0.55
23157403,1,Bedford-Stuyvesant,1,2,2020,1167600,233800,3.0,9,1.79,4.0,0.65
23158507,2,East Village,1,0,2021,166600,33600,3.0,13,2.32,4.0,0.42
23159060,1,Williamsburg,0,0,2021,480200,96600,7.0,0,0.4166666666666667,5.0,0.32
23160164,1,Red Hook,2,0,2004,917000,183400,1.0,29,4.97,3.0,0.25
23162374,1,Midwood,2,0,2021,425600,85400,3.0,0,0.25,3.0,0.72
23165687,2,Battery Park City,2,0,2009,827400,165200,1.0,3,0.76,4.0,0.01
23167344,1,Bensonhurst,2,2,2012,890400,177800,5.0,7,1.23,2.0,0.52
23167897,2,Midtown,0,0,2010,309400,61600,3.0,10,1.86,2.0,0.43
23169001,1,East Flatbush,2,0,2016,1313200,263200,3.0,15,4.25,4.0,0.38
23170658,2,Lower East Side,1,3,2015,364000,72800,14.0,1,0.21,4.0,0.12
23171210,2,Lower East Side,2,3,2013,320600,64400,14.0,0,0.4166666666666667,5.0,0.06
23171763,2,Lower East Side,2,3,2004,372400,74200,14.0,0,0.16666666666666666,2.0,0.12
23172315,2,Lower East Side,0,3,2005,1366400,273000,14.0,0,0.4166666666666667,5.0,0.12
23174524,2,Upper East Side,1,0,2015,536200,107800,2.0,1,0.26,2.0,0.27
23176181,3,Ridgewood,2,0,2004,495600,99400,1.0,9,1.4,3.0,0.64
23176733,2,Morningside Heights,2,2,2014,515200,103600,3.0,0,0.25,3.0,0.0
23177286,1,Brighton Beach,1,3,2020,218400,43400,1.0,1,1.0,4.0,0.0
23179495,2,East Village,0,0,2005,632800,126000,7.0,0,0.16666666666666666,2.0,0.36
23182809,1,Clinton Hill,0,2,2015,697200,140000,3.0,0,0.16666666666666666,2.0,0.51
23183913,3,Woodside,0,2,2018,302400,60200,30.0,0,0.3333333333333333,4.0,0.26
23185570,1,Williamsburg,0,2,2016,898800,179200,30.0,0,0.3333333333333333,4.0,0.07
23186122,3,Rego Park,1,2,2017,1265600,253400,1.0,0,0.16666666666666666,2.0,0.48
23186675,1,Bushwick,2,2,2012,289800,57400,1.0,4,0.63,3.0,0.4
23187227,1,Bedford-Stuyvesant,2,0,2022,1101800,219800,2.0,19,3.0,2.0,0.07
23187779,2,Hell's Kitchen,1,2,2021,950600,190400,7.0,6,1.7,4.0,0.12
23189436,2,Lower East Side,2,3,2009,1085000,217000,14.0,0,0.3333333333333333,4.0,0.08
23190541,0,Mott Haven,1,0,2004,477400,95200,1.0,0,0.4166666666666667,5.0,0.53
23195512,1,Bedford-Stuyvesant,2,0,2021,1281000,256200,2.0,4,1.28,2.0,0.18
23196616,3,Woodside,2,2,2009,506800,100800,30.0,1,0.27,5.0,0.43
23197721,3,Rego Park,1,2,2004,735000,147000,1.0,14,2.22,3.0,0.22
23198825,2,Harlem,2,2,2003,889000,177800,30.0,1,0.41,3.0,0.38
23202139,3,St. Albans,0,2,2015,749000,149800,4.0,10,1.56,5.0,0.48
23203244,3,Woodhaven,0,2,2019,1024800,204400,3.0,6,0.96,2.0,0.02
23203796,3,Rego Park,2,2,2006,151200,30800,1.0,2,0.32,4.0,0.41
23204901,2,Harlem,1,2,2020,341600,68600,3.0,1,0.29,3.0,0.05
23208214,3,Elmhurst,2,2,2004,777000,155400,1.0,0,0.16666666666666666,2.0,0.52
23208767,1,Park Slope,2,0,2009,396200,79800,2.0,4,1.3,2.0,0.44
23209319,1,Windsor Terrace,2,2,2021,711200,142800,1.0,18,3.16,2.0,0.54
23210976,1,Bedford-Stuyvesant,0,2,2016,1190000,238000,2.0,2,2.0,5.0,0.59
23212633,4,Tompkinsville,2,2,2021,984200,197400,2.0,25,3.95,2.0,0.23
23214290,1,Bushwick,0,0,2007,554400,110600,2.0,3,0.47,2.0,0.58
23217051,0,Melrose,0,2,2005,604800,120400,1.0,3,1.05,2.0,0.59
23217604,3,South Ozone Park,0,0,2014,114800,22400,3.0,29,4.55,4.0,0.2
23218156,1,Flatbush,1,0,2022,792400,158200,3.0,4,0.69,5.0,0.68
23226440,4,Mariners Harbor,1,0,2019,1188600,238000,2.0,8,1.41,5.0,0.52
23229202,0,Longwood,0,0,2007,890400,177800,1.0,50,8.11,5.0,0.02
23230859,2,Kips Bay,0,2,2011,162400,32200,2.0,7,1.28,5.0,0.52
23232516,4,New Dorp Beach,0,2,2019,1362200,273000,1.0,56,9.33,2.0,0.16
23233068,1,Crown Heights,2,2,2011,1146600,229600,2.0,1,0.22,3.0,0.48
23234725,3,Woodhaven,0,0,2007,513800,102200,1.0,8,2.14,4.0,0.11
23237486,2,East Harlem,1,2,2009,79800,15400,2.0,0,0.4166666666666667,5.0,0.07
23240800,2,East Harlem,1,2,2005,1222200,245000,2.0,15,2.42,5.0,0.39
23245219,2,Financial District,0,0,2015,278600,56000,10.0,8,1.3,5.0,0.26
23246875,2,East Harlem,0,0,2013,702800,140000,5.0,14,3.04,2.0,0.44
23247428,3,Woodhaven,1,2,2013,701400,140000,3.0,0,0.25,3.0,0.51
23250189,1,Williamsburg,0,0,2008,1083600,217000,1.0,17,2.91,5.0,0.07
23250742,0,Pelham Gardens,1,0,2009,663600,133000,7.0,2,0.38,5.0,0.53
23252951,1,East Flatbush,2,0,2020,901600,180600,1.0,9,1.65,4.0,0.48
23255160,3,Astoria,2,2,2013,802200,161000,1.0,22,4.93,5.0,0.67
23257921,3,Jamaica,1,2,2011,224000,44800,1.0,95,15.32,3.0,0.6
23259026,4,Tompkinsville,2,2,2011,1048600,210000,2.0,12,2.02,3.0,0.18
23260683,2,Upper West Side,1,0,2006,581000,116200,30.0,2,0.52,3.0,0.45
23261235,1,Williamsburg,1,3,2006,334600,67200,1.0,5,2.31,5.0,0.57
23265654,1,Williamsburg,2,2,2010,84000,16800,3.0,0,0.25,3.0,0.48
23266758,2,Chelsea,0,0,2019,845600,169400,2.0,8,1.59,2.0,0.25
23267863,0,Port Morris,2,3,2015,841400,168000,1.0,17,2.77,4.0,0.13
23269520,3,Elmhurst,2,2,2008,827400,165200,2.0,8,1.54,5.0,0.66
23270624,1,East Flatbush,0,2,2015,800800,159600,2.0,5,0.91,3.0,0.48
23271729,3,Woodside,1,2,2015,813400,162400,30.0,0,0.25,3.0,0.66
23276700,2,East Harlem,1,0,2006,1094800,218400,1.0,9,2.21,4.0,0.15
23277252,2,Midtown,1,0,2006,331800,65800,1.0,8,4.0,4.0,0.35
23278357,2,East Village,0,0,2016,1033200,207200,1.0,10,1.67,4.0,0.09
23280013,1,Bedford-Stuyvesant,1,0,2021,453600,91000,2.0,7,1.23,4.0,0.23
23283880,3,College Point,1,0,2016,1029000,205800,1.0,19,3.93,2.0,0.42
23284984,2,East Harlem,2,2,2022,246400,49000,6.0,1,0.2,4.0,0.37
23287193,3,Sunnyside,2,0,2016,497000,99400,2.0,1,0.43,5.0,0.15
23289955,1,Bushwick,1,2,2010,611800,121800,1.0,1,0.21,5.0,0.54
23291612,1,Bedford-Stuyvesant,1,0,2009,1398600,280000,2.0,12,2.02,4.0,0.22
23293269,1,Bushwick,1,0,2017,1367800,273000,30.0,7,1.46,5.0,0.4
23296030,2,Chelsea,1,0,2017,940800,187600,3.0,15,2.54,3.0,0.2
23298792,2,Tribeca,1,0,2008,492800,98000,30.0,0,0.16666666666666666,2.0,0.28
23303210,1,Columbia St,0,0,2003,1176000,235200,1.0,0,0.25,3.0,0.54
23303762,2,West Village,0,0,2015,714000,142800,2.0,11,2.21,3.0,0.23
23305419,3,Springfield Gardens,0,0,2006,471800,93800,2.0,19,4.45,4.0,0.6
23307076,1,Gravesend,0,2,2018,275800,54600,2.0,18,3.16,3.0,0.68
23308733,2,Upper West Side,1,2,2007,1299200,260400,1.0,39,6.5,5.0,0.71
23310390,1,Sunset Park,0,2,2004,971600,194600,1.0,17,4.4,3.0,0.7
23312599,2,Lower East Side,1,2,2013,784000,156800,2.0,8,2.55,2.0,0.11
23315361,1,Bedford-Stuyvesant,0,2,2006,105000,21000,2.0,11,2.39,2.0,0.14
23317570,3,Elmhurst,0,2,2003,827400,165200,30.0,1,0.58,3.0,0.31
23318122,0,Highbridge,2,0,2016,291200,58800,2.0,19,3.85,3.0,0.5
23319227,2,Upper East Side,1,2,2020,967400,193200,1.0,32,5.45,2.0,0.5
23319779,3,Fresh Meadows,2,0,2012,751800,149800,2.0,7,3.23,5.0,0.02
23320884,2,Harlem,2,2,2005,613200,123200,2.0,31,5.14,5.0,0.71
23321436,2,SoHo,2,0,2019,522200,105000,2.0,15,2.62,3.0,0.25
23321988,1,Fort Greene,1,0,2013,1359400,271600,3.0,5,2.54,5.0,0.17
23322541,2,East Harlem,1,2,2003,106400,21000,2.0,3,0.81,3.0,0.71
23324197,2,Washington Heights,1,2,2011,509600,102200,80.0,0,0.4166666666666667,5.0,0.51
23325854,2,Harlem,0,0,2006,72800,14000,4.0,13,2.6,4.0,0.46
23327511,3,Queens Village,1,2,2006,1043000,208600,1.0,17,2.79,2.0,0.03
23328064,3,Jamaica,1,3,2009,390600,78400,1.0,65,10.6,2.0,0.12
23328616,1,East Flatbush,0,2,2019,1120000,224000,2.0,4,1.5,5.0,0.51
23330825,3,Flushing,2,0,2019,1001000,200200,1.0,12,4.5,2.0,0.62
23335796,1,Bushwick,0,2,2013,1302000,260400,30.0,0,0.25,3.0,0.48
23336348,3,Elmhurst,2,2,2007,714000,142800,1.0,17,2.79,5.0,0.37
23336900,1,Bushwick,0,2,2008,330400,65800,30.0,0,0.4166666666666667,5.0,0.48
23337453,3,Elmhurst,0,3,2015,284200,57400,1.0,15,2.78,2.0,0.35
23338005,1,Bedford-Stuyvesant,2,0,2016,201600,40600,14.0,0,0.4166666666666667,5.0,0.0
23345185,3,Astoria,2,0,2005,1180200,236600,1.0,9,4.22,2.0,0.56
23350156,1,Sheepshead Bay,0,0,2022,371000,74200,7.0,0,0.3333333333333333,4.0,0.06
23351260,2,Little Italy,0,0,2018,274400,54600,1.0,3,0.53,3.0,0.01
23352917,1,Cypress Hills,1,2,2011,593600,119000,3.0,0,0.25,3.0,0.0
23354574,1,Cypress Hills,1,2,2017,156800,30800,3.0,0,0.4166666666666667,5.0,0.0
23356783,2,Financial District,1,0,2013,1149400,229600,29.0,2,0.51,4.0,0.08
23360097,3,St. Albans,2,0,2007,779800,155400,1.0,9,1.65,3.0,0.06
23360649,3,Ridgewood,1,0,2008,1139600,228200,1.0,42,7.12,4.0,0.67
23363411,2,Harlem,1,0,2005,569800,113400,1.0,28,5.28,5.0,0.54
23365620,1,Bushwick,0,0,2009,898800,179200,2.0,21,3.71,4.0,0.58
23366725,2,Upper East Side,0,2,2022,112000,22400,5.0,6,1.73,2.0,0.23
23367829,2,Harlem,2,0,2015,1195600,239400,3.0,4,1.18,3.0,0.31
23368934,1,Boerum Hill,1,2,2018,681800,135800,1.0,15,2.63,4.0,0.59
23372248,2,Lower East Side,0,0,2007,194600,39200,25.0,22,3.63,5.0,0.27
23373904,2,Harlem,0,0,2012,1213800,242200,30.0,0,0.25,3.0,0.02
23375009,3,Sunnyside,2,2,2020,1285200,257600,31.0,0,0.4166666666666667,5.0,0.23
23375561,3,Corona,0,2,2004,1187200,238000,2.0,5,1.15,4.0,0.16
23376114,2,Financial District,0,0,2021,173600,35000,30.0,0,0.4166666666666667,5.0,0.09
23377771,2,Harlem,0,2,2006,336000,67200,3.0,1,0.42,5.0,0.15
23378875,2,Midtown,2,2,2006,826000,165200,3.0,0,0.4166666666666667,5.0,0.07
23379427,1,Greenpoint,0,0,2017,1104600,221200,2.0,8,1.37,4.0,0.48
23383294,2,Gramercy,0,2,2007,1075200,215600,1.0,4,0.75,5.0,0.3
23383846,1,Bushwick,1,0,2013,529200,106400,1.0,36,6.1,2.0,0.42
23384398,1,Sunset Park,2,2,2006,1286600,257600,1.0,9,1.59,4.0,0.52
23386055,2,Harlem,2,0,2022,413000,82600,31.0,3,0.63,4.0,0.25
23387160,4,Tompkinsville,1,2,2004,511000,102200,2.0,29,5.0,4.0,0.19
23388264,1,Williamsburg,2,2,2007,688800,137200,2.0,23,4.86,4.0,0.69
23390473,0,Claremont Village,0,2,2008,1022000,204400,2.0,1,0.18,3.0,0.57
23393787,2,Upper East Side,2,0,2014,295400,58800,30.0,0,0.3333333333333333,4.0,0.32
23394340,2,Upper East Side,2,0,2012,954800,190400,30.0,0,0.25,3.0,0.32
23395996,1,Kensington,0,0,2013,891800,177800,1.0,2,0.43,5.0,0.27
23401519,2,Hell's Kitchen,1,0,2022,600600,120400,3.0,0,0.16666666666666666,2.0,0.48
23402624,1,Williamsburg,2,0,2019,1041600,208600,2.0,0,0.4166666666666667,5.0,0.1
23403729,2,Harlem,0,0,2003,896000,179200,3.0,11,1.94,4.0,0.7
23405938,2,Hell's Kitchen,1,0,2020,85400,16800,30.0,0,0.16666666666666666,2.0,0.06
23408147,1,East Flatbush,1,0,2010,621600,124600,2.0,20,3.57,3.0,0.2
23409804,1,Sunset Park,1,0,2014,1090600,218400,30.0,0,0.25,3.0,0.08
23410909,3,Woodhaven,1,2,2018,1044400,208600,4.0,10,1.81,2.0,0.01
23412565,2,Harlem,1,0,2020,1292200,259000,5.0,15,2.88,4.0,0.59
23414222,2,Harlem,1,0,2012,239400,47600,4.0,20,4.69,5.0,0.38
23415327,2,Midtown,1,0,2013,942200,189000,30.0,0,0.4166666666666667,5.0,0.06
23415879,1,Bushwick,2,2,2017,726600,145600,2.0,6,1.18,3.0,0.02
23416984,2,Upper East Side,1,0,2010,96600,19600,1.0,0,0.4166666666666667,5.0,0.51
23418641,2,Midtown,2,0,2010,735000,147000,30.0,0,0.25,3.0,0.06
23419193,1,Bedford-Stuyvesant,0,0,2008,448000,89600,3.0,6,2.09,2.0,0.2
23420850,1,Bedford-Stuyvesant,1,0,2019,1268400,253400,3.0,18,3.03,4.0,0.35
23422507,1,Sunset Park,0,2,2008,637000,127400,1.0,8,1.67,4.0,0.55
23423059,1,Sunset Park,1,2,2014,1051400,210000,1.0,3,1.48,5.0,0.58
23426925,1,Bushwick,0,0,2004,147000,29400,2.0,23,4.06,2.0,0.38
23429687,3,Maspeth,0,0,2022,560000,112000,3.0,9,6.75,2.0,0.67
23434105,2,Lower East Side,1,2,2013,170800,33600,15.0,0,0.16666666666666666,2.0,0.49
23435762,2,Upper East Side,1,2,2016,610400,121800,1.0,38,6.44,5.0,0.61
23436867,2,West Village,2,0,2011,589400,117600,3.0,9,1.71,2.0,0.54
23439628,2,Harlem,1,2,2019,375200,75600,1.0,21,4.09,5.0,0.04
23440180,2,Gramercy,1,0,2009,915600,183400,3.0,20,3.7,2.0,0.66
23442942,1,Bedford-Stuyvesant,2,2,2022,1314600,263200,1.0,2,1.02,4.0,0.45
23445151,0,Morris Park,1,2,2020,578200,116200,5.0,5,0.85,3.0,0.06
23445703,1,Sheepshead Bay,2,2,2007,1015000,203000,1.0,21,6.3,3.0,0.56
23446808,1,Bedford-Stuyvesant,2,2,2018,428400,85400,30.0,1,1.0,4.0,0.15
23447360,3,Sunnyside,0,2,2012,971600,194600,30.0,1,0.25,4.0,0.49
23447913,1,Crown Heights,2,2,2007,799400,159600,2.0,0,0.3333333333333333,4.0,0.06
23448465,2,Harlem,2,2,2008,926800,184800,1.0,15,3.36,2.0,0.04
23452331,2,Washington Heights,1,0,2004,967400,193200,3.0,1,0.2,5.0,0.41
23453988,3,Bayside,0,2,2004,369600,74200,1.0,19,3.63,4.0,0.04
23456749,1,Williamsburg,0,2,2007,502600,100800,2.0,26,5.1,3.0,0.57
23458959,1,Fort Greene,2,2,2022,1187200,238000,1.0,9,2.87,4.0,0.57
23459511,1,Clinton Hill,0,2,2015,877800,175000,1.0,9,2.84,4.0,0.61
23462825,2,Upper East Side,2,0,2018,217000,43400,30.0,0,0.3333333333333333,4.0,0.65
23463377,1,Williamsburg,0,2,2006,470400,93800,2.0,3,0.78,5.0,0.1
23465586,3,Woodside,2,2,2015,742000,148400,30.0,0,0.25,3.0,0.32
23468348,2,Washington Heights,2,0,2021,705600,141400,5.0,10,1.78,2.0,0.48
23476632,2,East Harlem,1,0,2007,306600,61600,24.0,0,0.16666666666666666,2.0,0.5
23481603,1,Bushwick,1,0,2009,1269800,253400,30.0,6,1.64,3.0,0.39
23483260,1,Bedford-Stuyvesant,2,0,2007,1383200,277200,2.0,24,4.8,3.0,0.47
23484364,2,Chelsea,0,0,2014,581000,116200,30.0,0,0.3333333333333333,4.0,0.17
23484917,1,Prospect-Lefferts Gardens,1,0,2003,1157800,231000,4.0,0,0.3333333333333333,4.0,0.65
23486021,2,Greenwich Village,0,2,2013,606200,121800,180.0,5,0.9,3.0,0.09
23488231,0,Melrose,2,0,2021,973000,194600,2.0,11,1.94,5.0,0.71
23488783,2,Hell's Kitchen,2,2,2003,530600,106400,1.0,5,0.99,5.0,0.01
23489887,2,Hell's Kitchen,0,2,2018,1381800,275800,1.0,2,0.41,4.0,0.01
23490992,2,Hell's Kitchen,1,2,2003,676200,135800,1.0,3,0.89,3.0,0.01
23492097,3,Forest Hills,1,0,2004,1388800,277200,2.0,11,1.96,5.0,0.53
23495410,1,Williamsburg,2,0,2019,1125600,225400,5.0,12,3.5,2.0,0.71
23495963,3,Flushing,0,2,2018,903000,180600,5.0,0,0.25,3.0,0.64
23497067,3,Far Rockaway,2,0,2017,1381800,275800,10.0,0,0.16666666666666666,2.0,0.51
23498172,2,Greenwich Village,0,2,2008,540400,107800,180.0,1,0.55,4.0,0.4
23498724,1,East Flatbush,1,0,2005,571200,114800,2.0,17,2.98,2.0,0.32
23499277,2,Midtown,2,0,2003,1345400,268800,1.0,1,0.48,5.0,0.21
23500381,1,Bensonhurst,1,2,2021,607600,121800,15.0,2,1.2,5.0,0.33
23502038,2,Harlem,2,2,2011,1145200,229600,1.0,20,3.8,5.0,0.47
23503143,2,Harlem,1,2,2006,567000,113400,4.0,2,1.15,5.0,0.67
23504247,1,Bedford-Stuyvesant,1,0,2007,744800,148400,3.0,8,1.47,4.0,0.7
23504800,1,Bedford-Stuyvesant,0,2,2008,1342600,268800,3.0,5,0.89,5.0,0.7
23505352,1,Bedford-Stuyvesant,2,2,2004,208600,42000,2.0,6,1.15,2.0,0.66
23505904,2,Upper East Side,0,0,2007,299600,60200,4.0,1,1.0,3.0,0.41
23508113,3,Woodside,2,2,2014,273000,54600,30.0,0,0.16666666666666666,2.0,0.41
23508666,2,Upper East Side,2,0,2007,942200,189000,2.0,16,3.72,2.0,0.36
23511427,2,Lower East Side,0,0,2021,1286600,257600,2.0,13,2.32,2.0,0.35
23513084,2,Theater District,0,0,2005,1166200,233800,1.0,18,3.18,4.0,0.17
23514189,2,Lower East Side,1,0,2015,337400,67200,30.0,0,0.3333333333333333,4.0,0.53
23519159,1,Bedford-Stuyvesant,1,3,2018,133000,26600,30.0,0,0.25,3.0,0.06
23521921,1,Williamsburg,0,0,2012,275800,54600,2.0,14,3.93,5.0,0.1
23527444,0,Claremont Village,1,0,2022,627200,126000,2.0,0,0.25,3.0,0.12
23527996,2,Upper West Side,0,0,2010,1166200,233800,25.0,1,0.47,4.0,0.53
23529101,2,Midtown,0,0,2009,404600,81200,30.0,0,0.4166666666666667,5.0,0.57
23530758,3,Sunnyside,2,0,2006,210000,42000,1.0,1,1.0,5.0,0.51
23533519,2,Midtown,2,0,2018,859600,172200,30.0,0,0.4166666666666667,5.0,0.1
23535728,3,Long Island City,0,2,2017,592200,119000,1.0,10,2.13,2.0,0.66
23537385,3,Long Island City,1,2,2004,985600,197400,15.0,3,1.32,4.0,0.63
23540699,2,Washington Heights,1,2,2021,1215200,243600,1.0,0,0.16666666666666666,2.0,0.15
23543461,1,East New York,2,0,2003,1051400,210000,1.0,43,7.87,5.0,0.56
23544013,3,Flushing,2,2,2003,623000,124600,1.0,10,2.52,4.0,0.44
23545117,2,Harlem,1,2,2012,1341200,268800,1.0,6,1.58,2.0,0.66
23549536,3,Whitestone,2,0,2014,961800,191800,1.0,9,1.64,5.0,0.44
23551745,2,NoHo,0,0,2021,968800,193200,3.0,9,2.7,2.0,0.69
23555611,2,Upper West Side,0,2,2010,376600,75600,3.0,7,2.47,4.0,0.08
23556163,1,Canarsie,1,0,2006,1395800,278600,2.0,0,0.16666666666666666,2.0,0.03
23556716,2,Harlem,1,0,2013,928200,186200,1.0,0,0.4166666666666667,5.0,0.32
23558925,2,Hell's Kitchen,0,0,2007,82600,16800,1.0,33,6.11,2.0,0.41
23559477,2,Upper West Side,2,2,2007,89600,18200,5.0,3,0.65,2.0,0.48
23560030,3,Queens Village,2,0,2004,905800,180600,1.0,34,6.46,2.0,0.53
23561686,2,Washington Heights,1,0,2022,1194200,239400,3.0,2,2.0,5.0,0.68
23564448,1,Bushwick,0,2,2011,387800,77000,7.0,0,0.25,3.0,0.1
23566657,1,Bushwick,0,2,2020,684600,137200,1.0,18,3.72,5.0,0.48
23567209,1,Bushwick,2,2,2006,679000,135800,1.0,11,1.98,3.0,0.55
23567762,1,Bushwick,1,2,2015,541800,107800,2.0,10,2.61,3.0,0.57
23568866,1,Bushwick,1,2,2003,730800,145600,1.0,4,0.73,3.0,0.55
23570523,2,Harlem,2,2,2016,1285200,257600,30.0,1,0.23,5.0,0.03
23571628,0,Mott Haven,1,0,2006,606200,121800,3.0,19,3.41,5.0,0.38
23572180,1,Flatbush,1,2,2010,242200,49000,1.0,9,1.72,5.0,0.65
23573285,3,Woodhaven,2,0,2007,99400,19600,5.0,7,1.62,3.0,0.13
23574389,2,Financial District,0,0,2014,491400,98000,3.0,12,2.2,3.0,0.71
23576046,1,Bushwick,0,2,2020,708400,141400,2.0,21,3.84,2.0,0.12
23577151,2,SoHo,1,2,2006,918400,183400,180.0,1,0.25,2.0,0.06
23577703,1,Bedford-Stuyvesant,2,2,2015,562800,112000,30.0,0,0.16666666666666666,2.0,0.0
23580465,1,Williamsburg,0,0,2003,817600,163800,1.0,22,4.49,4.0,0.35
23581569,1,Bensonhurst,2,0,2021,1303400,260400,3.0,3,1.06,3.0,0.6
23582122,2,Midtown,0,0,2005,1236200,247800,30.0,0,0.25,3.0,0.07
23582674,1,Williamsburg,0,0,2021,456400,91000,1.0,12,3.21,4.0,0.32
23583226,2,West Village,2,0,2007,691600,138600,4.0,10,2.56,5.0,0.65
23585435,2,Hell's Kitchen,0,2,2012,1383200,277200,1.0,4,0.75,3.0,0.59
23586540,2,Harlem,2,2,2012,1107400,221200,2.0,12,2.83,2.0,0.65
23589301,1,Cobble Hill,0,0,2006,470400,93800,2.0,19,3.63,3.0,0.19
23590958,1,Bushwick,0,2,2011,509600,102200,30.0,0,0.16666666666666666,2.0,0.46
23593168,2,West Village,1,0,2013,985600,197400,1.0,21,4.34,3.0,0.26
23594824,2,Harlem,2,2,2015,1037400,207200,30.0,1,0.26,5.0,0.09
23595929,2,Harlem,2,2,2006,436800,86800,30.0,2,0.5,2.0,0.09
23596481,1,Prospect-Lefferts Gardens,0,2,2022,1320200,264600,1.0,0,0.25,3.0,0.16
23598138,2,Lower East Side,2,2,2015,1327200,266000,15.0,0,0.16666666666666666,2.0,0.49
23598691,2,Harlem,0,2,2016,1325800,264600,2.0,0,0.16666666666666666,2.0,0.14
23599243,1,Carroll Gardens,1,2,2022,728000,145600,3.0,1,0.48,2.0,0.51
23604766,2,Upper East Side,2,0,2021,1314600,263200,2.0,15,3.31,3.0,0.57
23605870,1,Canarsie,1,0,2022,162400,32200,1.0,57,10.36,5.0,0.08
23610289,1,Bedford-Stuyvesant,1,2,2017,84000,16800,3.0,6,1.41,2.0,0.51
23614707,2,East Harlem,1,2,2021,435400,86800,1.0,16,4.8,5.0,0.45
23617469,3,Richmond Hill,2,0,2007,1145200,229600,2.0,7,2.88,5.0,0.05
23619678,2,Harlem,1,0,2014,562800,112000,4.0,20,3.66,5.0,0.15
23620230,2,East Village,1,0,2004,630000,126000,5.0,1,0.43,3.0,0.32
23620783,3,Glendale,0,2,2019,1162000,232400,2.0,18,3.6,4.0,0.65
23622992,2,Harlem,0,0,2014,299600,60200,4.0,17,3.09,5.0,0.27
23624649,3,Woodhaven,1,2,2009,471800,93800,1.0,16,3.36,3.0,0.67
23627410,2,Upper West Side,1,2,2017,1226400,245000,30.0,2,1.46,4.0,0.08
23628515,2,East Village,2,2,2011,347200,70000,30.0,1,0.43,3.0,0.09
23629619,2,Upper West Side,1,2,2010,847000,169400,30.0,0,0.25,3.0,0.06
23630172,2,Upper West Side,0,2,2014,546000,109200,30.0,0,0.16666666666666666,2.0,0.02
23631276,2,Upper West Side,2,2,2010,350000,70000,30.0,0,0.3333333333333333,4.0,0.0
23631829,1,Greenpoint,0,2,2017,414400,82600,14.0,0,0.16666666666666666,2.0,0.48
23632933,2,Upper West Side,1,2,2011,1092000,218400,30.0,1,1.0,2.0,0.05
23633485,2,Upper West Side,2,2,2009,1142400,228200,30.0,1,0.83,5.0,0.11
23634038,2,Upper West Side,0,2,2016,1185800,236600,30.0,0,0.16666666666666666,2.0,0.13
23636799,2,Upper West Side,0,2,2010,558600,112000,30.0,0,0.4166666666666667,5.0,0.13
